chunk_id,doc_set,norma_id,norma_titulo,version_corte,idioma,seccion,subseccion,parrafo_ini,parrafo_fin,page_ini_pdf,page_fin_pdf,content_type,text,citation,source_file,metadata_json
NICSP-20-P0000,NICSP,NICSP-20,INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS,2025-01-31,es,Objetivo,,0,0,5,5,paragraph,"El objetivo de la presente Norma es exigir la revelación de información sobre la existencia de relaciones entre partes 
relacionadas cuando existe control, y la revelación de información sobre transacciones entre la entidad y sus partes 
relacionadas bajo ciertas circunstancias. Esta información se exige para fines de rendición de cuentas y para facilitar 
una mejor comprensión de la situación financiera y rendimiento de la entidad que informa. Los principales elementos 
a tener en cuenta a la hora de revelar información acerca de partes relacionadas son (a) identificar qué partes controlan 
o influyen significativamente a la entidad que informa, y (b) determinar qué información debe revelarse sobre las 
transacciones con esas partes.",NICSP-20 — INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS — Objetivo — párr. 0 — p. 5,NICSP 20.pdf,"{""chunk_id"": ""NICSP-20-P0000"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP-20"", ""norma_titulo"": ""INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS"", ""version_corte"": ""2025-01-31"", ""idioma"": ""es"", ""seccion"": ""Objetivo"", ""subseccion"": null, ""parrafo_ini"": 0, ""parrafo_fin"": 0, ""page_ini_pdf"": 5, ""page_fin_pdf"": 5, ""content_type"": ""paragraph"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 20.pdf""}"
NICSP-20-P0001,NICSP,NICSP-20,INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS,2025-01-31,es,Alcance,,1,1,5,5,paragraph,"Una entidad que prepare y presente sus estados financieros sobre la base contable de acumulación 
(o devengo) debe aplicar esta Norma para la revelación de información sobre relaciones entre partes 
relacionadas y ciertas transacciones con partes relacionadas.",NICSP-20 — INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS — Alcance — párr. 1 — p. 5,NICSP 20.pdf,"{""chunk_id"": ""NICSP-20-P0001"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP-20"", ""norma_titulo"": ""INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS"", ""version_corte"": ""2025-01-31"", ""idioma"": ""es"", ""seccion"": ""Alcance"", ""subseccion"": null, ""parrafo_ini"": 1, ""parrafo_fin"": 1, ""page_ini_pdf"": 5, ""page_fin_pdf"": 5, ""content_type"": ""paragraph"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 20.pdf""}"
NICSP-20-P0002,NICSP,NICSP-20,INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS,2025-01-31,es,Alcance,,2,2,5,5,deleted,[Eliminado],NICSP-20 — INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS — Alcance — párr. 2 — p. 5,NICSP 20.pdf,"{""chunk_id"": ""NICSP-20-P0002"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP-20"", ""norma_titulo"": ""INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS"", ""version_corte"": ""2025-01-31"", ""idioma"": ""es"", ""seccion"": ""Alcance"", ""subseccion"": null, ""parrafo_ini"": 2, ""parrafo_fin"": 2, ""page_ini_pdf"": 5, ""page_fin_pdf"": 5, ""content_type"": ""deleted"", ""qa_scope"": ""historico"", ""source_file"": ""NICSP 20.pdf""}"
NICSP-20-P0003,NICSP,NICSP-20,INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS,2025-01-31,es,Alcance,,3,3,5,5,deleted,[Eliminado],NICSP-20 — INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS — Alcance — párr. 3 — p. 5,NICSP 20.pdf,"{""chunk_id"": ""NICSP-20-P0003"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP-20"", ""norma_titulo"": ""INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS"", ""version_corte"": ""2025-01-31"", ""idioma"": ""es"", ""seccion"": ""Alcance"", ""subseccion"": null, ""parrafo_ini"": 3, ""parrafo_fin"": 3, ""page_ini_pdf"": 5, ""page_fin_pdf"": 5, ""content_type"": ""deleted"", ""qa_scope"": ""historico"", ""source_file"": ""NICSP 20.pdf""}"
NICSP-20-P0004,NICSP,NICSP-20,INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS,2025-01-31,es,Definiciones,,4,4,5,6,definition,"Los términos siguientes se usan en esta Norma, con los significados que a continuación se 
especifican: 
Familiares cercanos a una persona son aquellos miembros de la familia inmediata de una persona o 
familiares cercanos que podrían ejercer influencia en, o ser influidos por, esa persona en sus 
relaciones con la entidad.  
Personal clave de la gerencia son:  
(a) Todos los directivos o miembros del órgano de gobierno de la entidad; y 
(b) otras personas que tienen autoridad y responsabilidad en la planificación, la gerencia y el 
control de las actividades de la entidad que informa. Cuando se cumple esta exigencia, el 
personal clave de la gerencia incluye: 
(i) cuando haya un miembro del órgano de gobierno de una entidad con autoridad y 
responsabilidad en la planificación, la gerencia y el control de las actividades de la 
entidad que presenta los estados financieros, ese miembro;  
(ii) cualquier consejero clave de ese miembro; y 
(iii) a menos que ya esté incluido en (a), el grupo de altos cargos de la entidad que presenta 
los estados financieros, incluyendo el director general o principal responsable de la 
entidad que informa.  
Supervisión significa la vigilancia de las actividades de una entidad, con la autoridad y 
responsabilidad de controlar, o ejercitar una influencia significativa sobre, las decisiones financieras 
y operativas de la entidad.  
Parte relacionada significa que una parte se considera relacionada con otra parte si una de ellas tiene 
la posibilidad (a) de ejercer el control sobre la otra, o (b) de ejercer influencia significativa sobre ella 
al tomar sus decisiones financieras y operativas, o si la parte relacionada y la otra entidad están 
sujetas a control común. Las partes relacionadas incluyen: INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS 
NICSP 20 534 
(a) entidades que directamente, o indirectamente a través de uno o más intermediarios, controlan 
o son controladas por la entidad que presenta los estados financieros; 
(b) asociadas (véase la NICSP 36, Inversiones en Asociadas y Negocios Conjuntos); 
(c) individuos que posean, directa o indirectamente, alguna participación en la entidad que 
informa, de manera que les permita ejercer influencia significativa sobre la misma, así como 
los familiares próximos de tales individuos; 
(d) personal clave de la gerencia y familiares próximos a los mismos; y 
(e) entidades en las cuales cualquiera de las personas descritas en c) o d) posea, directa o 
indirectamente, una participación sustancial, o sobre las que tales personas pueden ejercer 
influencia significativa. 
Transacción entre partes relacionadas es toda transferencia de recursos u obligaciones entre partes 
relacionadas, con independencia de que se cargue o no un precio. Las transacciones entre partes 
relacionadas excluyen transacciones con cualquier otra entidad que sea una parte relacionada 
debido solo a su dependencia económica de la entidad que informa o del gobierno del que forma 
parte. 
Remuneración del personal clave de la gerencia es cualquier prestación o beneficio pagado por la 
entidad que presenta los estados financieros al personal clave de la gerencia, que se deriva directa 
o indirectamente de los servicios prestados en su condición de miembros del órgano de gobierno, o 
de cualquier otro modo como empleados de la entidad que informa.  
Influencia significativa (a los efectos de esta Norma) es la capacidad de intervenir en las decisiones 
de política financiera y operativa de la entidad, sin llegar a tener el control sobre esas políticas. La 
influencia significativa se puede ejercer de varias formas, normalmente, a través de la representación 
en el consejo de administración u órgano de gobierno equivalente pero también, por ejemplo, a 
través de la participación en (a) el proceso de fijación de políticas, (b) transacciones de importancia 
entre entidades que pertenecen a una misma entidad económica, (c) intercambio de personal 
directivo, o (d) dependencia en la información técnica. La influencia significativa puede obtenerse a 
través de una participación en la propiedad, por derecho legal o por acuerdos. En el caso de 
participación en la propiedad, se presume la existencia de influencia significativa si se cumplen las 
condiciones dadas en la definición de la NICSP 36. 
Los términos definidos en otras NICSP se utilizan en esta Norma con el mismo significado que en 
dichas Normas, y se reproducen en el Glosario de términos definidos publicado por separado. 
Familiares cercanos de un individuo",NICSP-20 — INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS — Definiciones — párr. 4 — p. 5-6,NICSP 20.pdf,"{""chunk_id"": ""NICSP-20-P0004"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP-20"", ""norma_titulo"": ""INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS"", ""version_corte"": ""2025-01-31"", ""idioma"": ""es"", ""seccion"": ""Definiciones"", ""subseccion"": null, ""parrafo_ini"": 4, ""parrafo_fin"": 4, ""page_ini_pdf"": 5, ""page_fin_pdf"": 6, ""content_type"": ""definition"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 20.pdf""}"
NICSP-20-P0005,NICSP,NICSP-20,INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS,2025-01-31,es,Definiciones,Familiares cercanos de un individuo,5,5,6,6,definition,"A efectos de aplicación de esta Norma es necesario valorar si un individuo debe ser identificado como 
familiar cercano de un individuo. En ausencia de información que indique lo contrario, como que el cónyuge 
u otro pariente está alejado del individuo, se presume que los siguientes miembros próximos a la familia y 
parientes cercanos tienen, o están sujetos a, una influencia tal como para satisfacer la definición de 
familiares cercanos de un individuo:  
(a) un cónyuge, pareja, hijos a su cargo o parientes que viven en el hogar común; 
(b) un abuelo/a, padre o madre, los hijos que no estén a su cargo, nietos, hermano o hermana; y 
(c) el cónyuge o pareja de un hijo/a, un suegro/a o un cuñado/a.  INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS 
 535 NICSP 20 
Personal clave de la gerencia",NICSP-20 — INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS — Definiciones / Familiares cercanos de un individuo — párr. 5 — p. 6,NICSP 20.pdf,"{""chunk_id"": ""NICSP-20-P0005"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP-20"", ""norma_titulo"": ""INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS"", ""version_corte"": ""2025-01-31"", ""idioma"": ""es"", ""seccion"": ""Definiciones"", ""subseccion"": ""Familiares cercanos de un individuo"", ""parrafo_ini"": 5, ""parrafo_fin"": 5, ""page_ini_pdf"": 6, ""page_fin_pdf"": 6, ""content_type"": ""definition"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 20.pdf""}"
NICSP-20-P0006,NICSP,NICSP-20,INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS,2025-01-31,es,Definiciones,Personal clave de la gerencia,6,6,7,7,definition,"El personal clave de la gerencia incluye a todos los directivos o miembros del órgano de gobierno de la 
entidad que informa, cuando dicho órgano tiene la autoridad y responsabilidad de la planificación, la gerencia 
y el control de las actividades de la ent idad. En el nivel del gobierno en su conjunto, el órgano de gobierno 
puede consistir de un conjunto elegido o nombrado de representantes (por ejemplo, un presidente o 
gobernador, ministros, consejeros o concejales o los designados por ellos).",NICSP-20 — INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS — Definiciones / Personal clave de la gerencia — párr. 6 — p. 7,NICSP 20.pdf,"{""chunk_id"": ""NICSP-20-P0006"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP-20"", ""norma_titulo"": ""INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS"", ""version_corte"": ""2025-01-31"", ""idioma"": ""es"", ""seccion"": ""Definiciones"", ""subseccion"": ""Personal clave de la gerencia"", ""parrafo_ini"": 6, ""parrafo_fin"": 6, ""page_ini_pdf"": 7, ""page_fin_pdf"": 7, ""content_type"": ""definition"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 20.pdf""}"
NICSP-20-P0007,NICSP,NICSP-20,INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS,2025-01-31,es,Definiciones,Personal clave de la gerencia,7,7,7,7,definition,"Si una entidad está sometida a la supervisión de un representante electo o nombrado del órgano de gobierno 
o gobierno al cual pertenece dicha entidad, esa persona se incluirá en el personal clave de la gerencia si la 
función de supervisión incluye la autoridad y responsabilidad en la planificación, la gerencia y el control de 
las actividades de la entidad. En muchas jurisdicciones, los consejeros clave de esa persona pueden no 
poseer suficiente autoridad, legal o de otro tipo, como para satisfacer la defini ción de personal clave de la 
gerencia. En otras jurisdicciones, los consejeros clave de esa persona pueden ser considerados como 
personal clave de la gerencia porque tienen una relación especial de trabajo con un individuo que tiene 
control sobre la entidad. Ellos, por lo tanto, tienen acceso a información privilegiada y también pueden ejercer 
control o una influencia significativa sobre una entidad. Se requiere el ejercicio del juicio para valorar si un 
individuo es un consejero clave, y si ese consejero satisface la definición de personal clave de la gerencia, 
o es una parte relacionada.",NICSP-20 — INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS — Definiciones / Personal clave de la gerencia — párr. 7 — p. 7,NICSP 20.pdf,"{""chunk_id"": ""NICSP-20-P0007"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP-20"", ""norma_titulo"": ""INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS"", ""version_corte"": ""2025-01-31"", ""idioma"": ""es"", ""seccion"": ""Definiciones"", ""subseccion"": ""Personal clave de la gerencia"", ""parrafo_ini"": 7, ""parrafo_fin"": 7, ""page_ini_pdf"": 7, ""page_fin_pdf"": 7, ""content_type"": ""definition"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 20.pdf""}"
NICSP-20-P0008,NICSP,NICSP-20,INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS,2025-01-31,es,Definiciones,Personal clave de la gerencia,8,8,7,7,definition,"El órgano de gobierno, junto con el director general y el grupo de altos cargos, tiene la autoridad y 
responsabilidad en la planificación y control de las actividades de la entidad, gestión de los recursos y del 
logro en general de los objetivos de la enti dad. Por lo tanto, el personal clave de la gerencia incluirá al 
director general y grupo de altos cargos de la entidad que presenta sus estados financieros. En algunas 
jurisdicciones, los funcionarios no tienen suficiente autoridad y responsabilidad como para ser calificados 
como personal clave de la gerencia (tal y como se define en esta norma) de la entidad que informa 
considerada como el gobierno en su conjunto. En estos casos, el personal clave de la gerencia solo incluirá 
aquellos miembros elegidos del órgano de gobierno que tienen mayor responsabilidad para el gobierno; a 
menudo a esas personas se las denomina Consejo, o Gabinete de Ministros.",NICSP-20 — INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS — Definiciones / Personal clave de la gerencia — párr. 8 — p. 7,NICSP 20.pdf,"{""chunk_id"": ""NICSP-20-P0008"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP-20"", ""norma_titulo"": ""INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS"", ""version_corte"": ""2025-01-31"", ""idioma"": ""es"", ""seccion"": ""Definiciones"", ""subseccion"": ""Personal clave de la gerencia"", ""parrafo_ini"": 8, ""parrafo_fin"": 8, ""page_ini_pdf"": 7, ""page_fin_pdf"": 7, ""content_type"": ""definition"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 20.pdf""}"
NICSP-20-P0009,NICSP,NICSP-20,INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS,2025-01-31,es,Definiciones,Personal clave de la gerencia,9,9,7,7,definition,"El grupo de altos cargos de una entidad económica puede abarcar individuos tanto de la entidad controladora 
como de otras entidades que integran colectivamente la entidad económica. 
Partes relacionadas",NICSP-20 — INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS — Definiciones / Personal clave de la gerencia — párr. 9 — p. 7,NICSP 20.pdf,"{""chunk_id"": ""NICSP-20-P0009"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP-20"", ""norma_titulo"": ""INFORMACIÓN A REVELAR SOBRE PARTES RELACIONADAS"", ""version_corte"": ""2025-01-31"", ""idioma"": ""es"", ""seccion"": ""Definiciones"", ""subseccion"": ""Personal clave de la gerencia"", ""parrafo_ini"": 9, ""parrafo_fin"": 9, ""page_ini_pdf"": 7, ""page_fin_pdf"": 7, ""content_type"": ""definition"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 20.pdf""}"
